season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
2018,3916208,Ben Hicks,QB,SMU,American Athletic,413,0.149,0.143,0.263,-0.007,0.234,0.243,0.084,0.214,61.344,56.352,4.992,-1.06,32.551,26.977,17.323,44.022
2018,4035856,Max Gilliam,QB,UNLV,Mountain West,276,0.152,0.171,0.014,-0.037,0.031,0.426,0.072,0.228,41.84,41.361,0.48,-3.315,2.85,36.17,9.671,32.169
2018,4244601,Seth Boomer,QB,Tulsa,American Athletic,252,0.155,0.14,0.251,-0.329,0.177,0.599,-0.034,0.326,38.955,30.683,8.272,-23.366,15.074,50.88,-4.14,43.095
2018,3116144,Clayton Thorson,QB,Northwestern,Big Ten,564,0.16,0.138,0.437,-0.07,0.284,0.454,0.032,0.355,90.258,71.89,18.368,-14.992,51.185,67.712,10.836,79.423
2018,3895838,Nathan Elliott,QB,North Carolina,ACC,358,0.161,0.196,-0.186,0.074,0.182,0.245,0.104,0.244,57.646,63.786,-6.14,10.22,20.391,24.008,22.233,35.413
2018,4243258,Jason Shelley,QB,Utah,Pac-12,228,0.164,0.167,0.154,0.23,0.027,0.241,0.137,0.211,37.349,29.21,8.138,19.322,2.116,14.946,19.813,17.535
2018,3122170,Shawn Stankavage,QB,Rice,Conference USA,260,0.168,0.15,0.317,-0.106,0.042,0.454,0.038,0.29,43.633,34.749,8.885,-8.7,3.051,41.785,4.799,38.834
2018,3916103,Jonathan Banks,QB,Tulane,American Athletic,216,0.171,0.137,0.268,-0.013,0.001,0.469,0.063,0.279,36.953,21.934,15.019,-1.092,0.074,28.638,6.842,30.112
2018,4038741,Kato Nelson,QB,Akron,Mid-American,467,0.177,0.194,0.119,0.051,0.178,0.386,0.057,0.336,82.807,70.695,12.112,10.026,25.689,46.288,14.977,67.83
2018,3921561,Deondre Francois,QB,Florida State,ACC,468,0.182,0.2,0.034,-0.031,0.241,0.375,0.039,0.329,85.389,83.687,1.702,-5.149,38.059,49.531,9.279,76.11
2018,4039495,Eli Peters,QB,Toledo,Mid-American,286,0.184,0.18,0.262,0.184,0.202,0.191,0.136,0.263,52.683,49.016,3.666,20.843,17.005,14.928,24.29,28.392
2018,3144983,Tyler Wiegers,QB,Eastern Michigan,Mid-American,326,0.186,0.247,-0.204,0.035,0.185,0.468,0.002,0.444,60.671,69.629,-8.959,3.653,21.517,44.927,0.304,60.366
2018,3886621,Ty Storey,QB,Arkansas,SEC,314,0.189,0.176,0.258,-0.015,0.201,0.384,0.059,0.317,59.336,46.942,12.393,-1.519,24.556,34.217,9.274,50.061
2018,3915379,Sheriron Jones,QB,New Mexico,Mountain West,251,0.192,0.131,0.386,0.096,0.173,0.401,0.055,0.353,48.163,25.011,23.153,8.254,14.333,31.249,7.543,40.62
2018,4045290,Peyton Ramsey,QB,Indiana,Big Ten,555,0.192,0.164,0.34,-0.004,0.196,0.451,0.095,0.362,106.31,77.079,29.231,-0.752,38.544,61.846,33.565,72.745
2018,3116172,Trace McSorley,QB,Penn State,Big Ten,526,0.194,0.105,0.433,0.133,0.173,0.354,0.171,0.234,102.2,40.218,61.983,30.525,28.435,44.938,56.756,45.445
2018,4039901,Sawyer Smith,QB,Troy,Sun Belt,299,0.194,0.216,0.105,-0.006,0.256,0.447,0.121,0.313,57.976,51.806,6.17,-0.695,21.006,37.104,22.343,35.634
2018,3914382,J'Mar Smith,QB,Louisiana Tech,Conference USA,543,0.196,0.188,0.264,-0.012,0.153,0.43,0.099,0.313,106.621,90.499,16.122,-2.318,27.842,63.569,29.527,77.094
2018,558337,Nick Fitzgerald,QB,Mississippi State,SEC,499,0.198,0.093,0.361,0.063,0.13,0.559,0.162,0.266,98.846,28.381,70.466,13.138,19.549,71.015,53.1,45.746
2018,3116087,AJ Bush,QB,Illinois,Big Ten,351,0.198,0.037,0.501,-0.086,0.182,0.556,0.126,0.347,69.607,8.493,61.114,-10.852,21.449,53.958,29.658,39.949
2018,4242408,Chase Garbers,QB,California,Pac-12,353,0.199,0.087,0.635,-0.029,0.101,0.413,0.098,0.342,70.297,24.542,45.755,-3.886,9.753,45.865,20.356,49.942
2018,3917792,Daniel Jones,QB,Duke,ACC,495,0.203,0.172,0.37,-0.072,0.232,0.633,0.113,0.353,100.307,71.803,28.503,-14.588,36.19,79.769,34.983,65.324
2018,3917810,TaQuon Marshall,QB,Georgia Tech,ACC,321,0.203,0.148,0.236,0.121,0.112,0.418,0.145,0.309,65.274,17.6,47.674,15.625,11.089,31.382,30.096,35.178
2018,4374303,JT Daniels,QB,USC,Pac-12,403,0.205,0.23,-0.18,0.131,0.204,0.387,0.137,0.299,82.482,86.976,-4.494,18.837,28.907,43.353,31.966,50.516
2018,4038940,Terry Wilson,QB,Kentucky,SEC,354,0.206,0.143,0.37,-0.036,0.423,0.254,0.086,0.393,73.052,36.419,36.633,-5.061,49.929,22.618,18.457,54.595
2018,4029885,Stephen Calvert,QB,Liberty,FBS Independents,469,0.214,0.221,-0.101,0.038,0.056,0.526,0.081,0.397,100.456,101.463,-1.006,6.174,8.254,78.864,21.922,78.535
2018,545683,Brent Stockstill,QB,Middle Tennessee,Conference USA,573,0.22,0.219,0.227,-0.043,0.323,0.501,0.111,0.377,126.168,107.08,19.088,-8.771,67.56,69.66,37.574,88.594
2018,4261909,Isaiah Green,QB,Marshall,Conference USA,374,0.22,0.224,0.176,0.065,0.294,0.342,0.18,0.278,82.135,75.61,6.525,9.689,37.911,31.458,39.851,42.285
2018,4367178,Dorian Thompson-Robinson,QB,UCLA,Pac-12,200,0.221,0.201,0.341,0.205,0.096,0.278,0.22,0.222,44.211,34.325,9.886,15.565,5.672,16.103,26.189,18.022
2018,4244029,Jarret Doege,QB,Bowling Green,Mid-American,437,0.221,0.243,-0.173,0.068,0.157,0.516,0.154,0.318,96.619,100.604,-3.985,10.692,22.671,64.461,39.66,56.958
2018,4035671,Tyler Huntley,QB,Utah,Pac-12,338,0.224,0.251,0.15,0.034,0.207,0.603,0.108,0.413,75.87,62.673,13.197,4.231,24.394,52.486,22.616,53.254
2018,545682,A.J. Erdely,QB,UAB,Conference USA,280,0.226,0.243,0.172,-0.077,0.271,0.634,-0.022,0.507,63.142,51.245,11.897,-7.585,27.399,48.851,-3.247,66.389
2018,3886609,Alex Hornibrook,QB,Wisconsin,Big Ten,225,0.229,0.259,-0.575,0.077,0.116,0.468,0.009,0.514,51.61,56.212,-4.602,5.902,7.674,36.958,1.196,50.414
2018,4361994,Sam Hartman,QB,Wake Forest,ACC,394,0.23,0.224,0.256,-0.048,0.301,0.502,0.118,0.398,90.774,69.753,21.021,-7.502,38.265,48.155,27.819,62.955
2018,3914543,Blake LaRussa,QB,Old Dominion,Conference USA,391,0.232,0.218,0.515,0.185,0.073,0.634,0.098,0.456,90.53,81.261,9.269,29.769,9.607,53.881,23.989,66.541
2018,4036419,Skylar John Thompson,QB,Kansas State,Big 12,313,0.241,0.238,0.248,-0.047,0.197,0.592,-0.019,0.579,75.367,53.29,22.077,-5.162,20.458,56.253,-3.388,78.755
2018,3915436,Steven Montez,QB,Colorado,Pac-12,487,0.25,0.22,0.444,0.079,0.28,0.453,0.13,0.388,121.52,92.644,28.875,14.117,47.532,58.912,33.819,87.701
2018,4360131,Holton Ahlers,QB,East Carolina,American Athletic,366,0.253,0.172,0.488,0.118,0.196,0.473,0.14,0.414,92.618,46.712,45.906,17.915,22.695,41.151,30.058,62.561
2018,4241399,Chris Robison,QB,Florida Atlantic,Conference USA,344,0.254,0.292,0.076,-0.05,0.379,0.532,0.173,0.366,87.487,82.914,4.573,-7.042,37.86,43.597,34.464,53.023
2018,4042803,Conor Blount,QB,Oregon State,Pac-12,208,0.254,0.295,0.055,0.009,0.133,0.547,0.116,0.406,52.814,50.818,1.997,0.719,7.986,31.151,12.664,40.15
2018,3122611,Ty Gangi,QB,Nevada,Mountain West,488,0.259,0.256,0.297,0.001,0.328,0.615,0.136,0.444,126.362,115.372,10.99,0.249,50.44,71.338,39.742,86.62
2018,3892775,Jarrett Stidham,QB,Auburn,SEC,439,0.262,0.288,0.058,0.147,0.26,0.439,0.204,0.356,114.994,112.077,2.916,24.163,37.372,53.99,55.621,59.373
2018,4039436,Malcolm Perry,QB,Navy,American Athletic,212,0.263,0.148,0.296,0.04,0.311,0.496,0.23,0.318,55.843,6.952,48.891,3.659,22.39,19.837,30.395,25.448
2018,4044122,Anthony Russo,QB,Temple,American Athletic,386,0.264,0.263,0.27,0.134,0.353,0.404,0.184,0.368,101.865,94.039,7.826,19.308,45.933,40.442,40.092,61.772
2018,3915468,Riley Neal,QB,Ball State,Mid-American,415,0.266,0.172,0.722,-0.01,0.141,0.597,0.157,0.416,110.33,59.077,51.253,-1.427,18.46,74.024,37.568,72.762
2018,4239134,David Pindell,QB,Connecticut,American Athletic,526,0.27,0.167,0.451,0.138,0.151,0.648,0.278,0.258,141.788,56.116,85.672,25.458,26.391,95.21,86.913,54.875
2018,3115966,Wilton Speight,QB,UCLA,Pac-12,245,0.27,0.256,0.39,0.146,0.22,0.481,0.13,0.492,66.248,55.724,10.524,15.451,13.856,33.162,19.524,46.724
2018,4241553,Andre Nunez,QB,Louisiana,Sun Belt,341,0.272,0.299,0.056,0.014,0.165,0.732,0.142,0.45,92.857,90.748,2.109,1.659,19.476,68.769,27.999,64.858
2018,3675812,Bryce Perkins,QB,Virginia,ACC,557,0.274,0.266,0.291,0.171,0.031,0.869,0.238,0.348,152.498,100.407,52.091,39.403,6.134,106.885,89.424,63.073
2018,4036585,Caleb Evans,QB,Louisiana Monroe,Sun Belt,507,0.274,0.199,0.52,0.165,0.197,0.649,0.267,0.286,139.168,77.258,61.91,34.795,30.983,81.752,83.095,56.073
2018,3915511,Joe Burrow,QB,LSU,SEC,505,0.277,0.242,0.43,0.273,0.187,0.318,0.307,0.243,140.051,99.667,40.384,52.189,30.065,46.707,83.755,56.296
2018,3124900,Jake Luton,QB,Oregon State,Pac-12,250,0.277,0.311,-0.457,0.109,0.293,0.393,0.241,0.315,69.304,74.336,-5.032,10.277,20.799,29.079,30.816,38.488
2018,4035312,Anthony Brown,QB,Boston College,ACC,339,0.281,0.26,0.461,-0.028,0.34,0.549,0.217,0.343,95.227,78.63,16.596,-2.748,39.089,57.683,36.516,58.711
2018,3858944,Blake Barnett,QB,South Florida,American Athletic,397,0.285,0.238,0.52,0.151,0.24,0.562,0.217,0.384,113.192,78.843,34.35,21.499,36.235,54.533,50.662,62.531
2018,4035167,Jarrett Guarantano,QB,Tennessee,SEC,285,0.291,0.314,-0.004,-0.016,0.242,0.681,-0.028,0.604,83.031,83.106,-0.075,-1.422,22.288,65.399,-3.92,86.951
2018,3123047,Malik Rosier,QB,Miami,ACC,209,0.291,0.17,0.708,0.172,0.053,0.842,0.196,0.408,60.833,27.548,33.285,13.746,3.259,49.707,22.486,38.347
2018,4037213,Jamie Newman,QB,Wake Forest,ACC,205,0.291,0.292,0.287,0.052,0.148,0.821,0.207,0.4,59.572,44.374,15.198,4.24,9.006,46.81,23.967,35.605
2018,4361182,Adrian Martinez,QB,Nebraska,Big Ten,481,0.292,0.212,0.54,0.197,0.32,0.485,0.229,0.416,140.3,77.178,63.122,41.442,50.243,48.492,73.291,67.009
2018,4240904,Kellen Mond,QB,Texas A&M,SEC,555,0.295,0.266,0.407,0.086,0.425,0.408,0.165,0.46,163.509,117.898,45.611,18.373,84.913,54.651,51.204,112.305
2018,4043136,Jett Duffey,QB,Texas Tech,Big 12,230,0.298,0.269,0.374,0.216,0.16,0.465,0.233,0.409,68.585,44.646,23.939,21.643,11.652,23.248,33.839,34.745
2018,4056052,Armani Rogers,QB,UNLV,Mountain West,210,0.3,0.043,0.719,0.099,0.353,0.375,0.342,0.254,63.094,5.551,57.543,7.654,21.547,23.654,37.646,25.448
2018,3116188,David Blough,QB,Purdue,Big Ten,531,0.303,0.282,0.516,0.272,0.223,0.45,0.181,0.467,160.905,136.132,24.773,57.178,40.44,57.604,55.252,105.653
2018,3921648,Ryan Agnew,QB,San Diego State,Mountain West,280,0.304,0.271,0.499,0.123,0.057,0.677,0.189,0.387,85.033,65.058,19.975,9.242,5.881,63.007,22.291,62.742
2018,4034948,Feleipe Franks,QB,Florida,SEC,428,0.304,0.293,0.343,0.132,0.309,0.597,0.19,0.531,129.941,98.413,31.527,23.281,41.726,65.638,54.471,75.47
2018,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,439,0.308,0.312,0.22,0.148,0.189,0.634,0.144,0.558,135.145,130.749,4.396,24.84,24.143,81.098,38.033,97.111
2018,3129265,Evan Orth,QB,South Alabama,Sun Belt,215,0.308,0.287,0.425,0.103,0.408,0.276,0.188,0.459,66.14,52.526,13.614,7.723,30.158,16.283,22.504,43.635
2018,3917958,Ryan Willis,QB,Virginia Tech,ACC,472,0.31,0.253,0.557,0.119,0.292,0.489,0.238,0.41,146.386,96.826,49.559,20.713,40.825,66.045,65.157,81.229
2018,4361902,Dan Ellington,QB,Georgia State,Sun Belt,426,0.313,0.303,0.333,-0.03,0.382,0.723,0.152,0.545,133.248,88.913,44.335,-5.03,56.463,74.451,38.396,94.852
2018,4038524,Gardner Minshew,QB,Washington State,Pac-12,713,0.319,0.309,0.462,0.105,0.376,0.564,0.211,0.554,227.455,206.184,21.271,30.433,94.399,85.094,102.833,124.623
2018,4039073,Mason Fine,QB,North Texas,Conference USA,531,0.321,0.354,-0.013,0.212,0.293,0.601,0.172,0.555,170.651,171.253,-0.601,48.874,48.717,75.075,55.704,114.948
2018,3127291,K.J. Carta-Samuels,QB,Colorado State,Mountain West,299,0.322,0.357,-0.048,0.263,0.235,0.476,0.374,0.247,96.231,97.478,-1.246,31.883,22.564,37.586,66.123,30.108
2018,4239086,Desmond Ridder,QB,Cincinnati,American Athletic,454,0.324,0.368,0.21,0.091,0.351,0.754,0.124,0.613,147.159,120.677,26.481,15.551,54.026,90.42,33.124,114.035
2018,4361259,Zach Wilson,QB,BYU,FBS Independents,255,0.325,0.278,0.511,0.259,0.305,0.404,0.219,0.464,82.769,56.697,26.072,24.886,25.629,27.086,31.712,51.057
2018,3916447,Eric Dungey,QB,Syracuse,ACC,492,0.325,0.286,0.429,0.222,0.174,0.711,0.249,0.468,159.849,101.974,57.875,43.004,31.557,77.506,79.849,80
2018,4038941,Justin Herbert,QB,Oregon,Pac-12,475,0.331,0.3,0.578,0.055,0.337,0.596,0.127,0.588,157.42,126.77,30.65,8.098,54.528,88.238,33.456,123.964
2018,3125968,Gus Ragland,QB,Miami (OH),Mid-American,415,0.333,0.336,0.32,0.043,0.324,0.682,0.238,0.468,138.189,116.442,21.747,7.271,36.928,77.052,58.161,80.028
2018,4038220,Cole McDonald,QB,Hawai'i,Mountain West,615,0.333,0.35,0.245,0.238,0.288,0.491,0.296,0.398,204.74,180.207,24.533,59.755,58.984,63.278,115.59,89.15
2018,3128814,Manny Wilkins,QB,Arizona State,Pac-12,500,0.334,0.332,0.342,0.16,0.266,0.682,0.321,0.354,166.943,133.462,33.482,30.928,44.379,89.304,96.472,70.472
2018,3916564,Tyree Jackson,QB,Buffalo,Mid-American,461,0.335,0.289,0.795,-0.135,0.327,0.878,0.139,0.626,154.647,121.245,33.401,-23.493,45.391,113.286,38.191,116.456
2018,3916726,Jon Wassink,QB,Western Michigan,Mid-American,289,0.349,0.324,0.489,0.353,0.267,0.443,0.308,0.417,100.855,79.818,21.036,40.562,22.991,32.367,55.396,45.459
2018,3125927,Ross Comis,QB,UMass,FBS Independents,277,0.354,0.333,0.431,0.308,0.291,0.389,0.245,0.52,98.175,72.294,25.881,32.926,26.229,26.852,40.971,57.204
2018,4241222,Charlie Brewer,QB,Baylor,Big 12,519,0.354,0.336,0.426,0.127,0.383,0.666,0.245,0.502,183.539,140.559,42.98,28.304,63.66,79.934,73.611,109.928
2018,3893630,Brady White,QB,Memphis,American Athletic,440,0.357,0.387,-0.063,0.247,0.265,0.557,0.227,0.524,156.974,158.854,-1.881,37.024,37.683,78.588,56.322,100.652
2018,4038809,Jake Bentley,QB,South Carolina,SEC,447,0.359,0.355,0.392,0.163,0.343,0.693,0.19,0.676,160.393,142.351,18.042,29.616,45.239,83.194,55.61,104.783
2018,4036149,Nathan Stanley,QB,Iowa,Big Ten,432,0.359,0.361,0.318,0.153,0.165,0.737,0.248,0.513,154.973,147.67,7.304,21.889,23.204,99.429,62.16,92.814
2018,559556,Will Grier,QB,West Virginia,Big 12,388,0.365,0.381,0.118,0.213,0.394,0.599,0.343,0.402,141.566,138.725,2.841,34.65,50.826,52.086,83.645,57.92
2018,3886812,Jake Browning,QB,Washington,Pac-12,467,0.365,0.339,0.534,0.208,0.203,0.724,0.34,0.393,170.376,137.284,33.092,29.893,31.674,109.39,85.089,85.287
2018,3122424,Taylor Cornelius,QB,Oklahoma State,Big 12,605,0.372,0.34,0.553,0.117,0.301,0.761,0.23,0.621,224.936,175.124,49.813,30.086,56.347,112.66,88.92,136.016
2018,4241820,Sam Ehlinger,QB,Texas,Big 12,587,0.38,0.361,0.44,0.113,0.388,0.699,0.276,0.568,222.867,161.27,61.596,27.368,66.42,112.596,104.165,118.702
2018,4046678,Ian Book,QB,Notre Dame,FBS Independents,404,0.38,0.411,0.246,0.159,0.26,0.816,0.235,0.627,153.526,135.068,18.458,26.293,29.358,89.751,60.046,93.479
2018,4362159,Alan Bowman,QB,Texas Tech,Big 12,353,0.381,0.407,-0.036,0.143,0.524,0.671,0.241,0.639,134.436,135.194,-0.759,21.312,64.44,50.314,55.208,79.228
2018,3116379,Justice Hansen,QB,Arkansas State,Sun Belt,470,0.385,0.4,0.325,0.245,0.312,0.745,0.273,0.577,181.048,150.794,30.254,48.11,42.453,92.328,80.735,100.313
2018,4242418,Jordan Ta'amu,QB,Ole Miss,SEC,484,0.39,0.41,0.292,0.364,0.317,0.461,0.311,0.545,188.678,164.706,23.972,84.158,47.202,44.289,99.775,88.903
2018,4035292,Shea Patterson,QB,Michigan,Big Ten,391,0.391,0.365,0.561,0.24,0.237,0.783,0.262,0.568,153.049,123.31,29.739,35.478,29.329,90.062,59.282,93.768
2018,3722362,Brett Rypien,QB,Boise State,Mountain West,496,0.392,0.413,0.211,0.219,0.246,0.682,0.242,0.596,194.507,183.759,10.748,37.829,40.123,100.289,69.347,125.16
2018,546288,Ryan Finley,QB,NC State,ACC,482,0.4,0.414,0.207,0.225,0.393,0.626,0.286,0.584,192.714,185.894,6.82,40.563,62.428,83.905,85.336,107.378
2018,4360310,Trevor Lawrence,QB,Clemson,ACC,435,0.4,0.398,0.418,0.227,0.273,0.865,0.262,0.625,173.93,155.946,17.984,37.601,41.733,96.056,70.836,103.094
2018,3924327,Drew Lock,QB,Missouri,SEC,487,0.413,0.42,0.342,0.211,0.453,0.64,0.277,0.634,201.168,185.795,15.373,39.243,67.498,90.844,83.295,117.873
2018,4239793,Tyler Johnston III,QB,UAB,Conference USA,230,0.421,0.521,0.247,0.27,0.268,0.774,0.297,0.585,96.805,76.089,20.716,21.055,22.476,47.986,38.885,57.921
2018,4244688,Nathan Rourke,QB,Ohio,Mid-American,403,0.422,0.291,0.751,0.258,0.307,0.858,0.321,0.61,170.258,83.893,86.365,45.584,38.965,80.68,83.675,86.583
2018,4039602,Khalil Tate,QB,Arizona,Pac-12,287,0.423,0.443,0.314,0.377,0.13,0.747,0.344,0.559,121.524,107.701,13.824,42.978,11.589,61.277,62.309,59.215
2018,4361741,Brock Purdy,QB,Iowa State,Big 12,287,0.424,0.453,0.338,0.351,0.284,0.735,0.248,0.68,121.687,96.999,24.687,40.766,26.403,54.358,42.077,79.61
2018,3914395,James Morgan,QB,Florida International,Conference USA,350,0.432,0.456,0.035,0.084,0.507,0.716,0.381,0.499,151.135,150.437,0.698,10.667,51.239,80.962,76.228,74.907
2018,3127332,Marcus McMaryion,QB,Fresno State,Mountain West,492,0.436,0.391,0.759,0.288,0.442,0.627,0.399,0.494,214.309,168.777,45.532,50.749,74.185,89.086,120.007,94.302
2018,4040616,Dwayne Haskins,QB,Ohio State,Big Ten,606,0.44,0.481,0.047,0.278,0.401,0.727,0.299,0.675,266.386,263.688,2.699,67.09,84.616,106.895,113.216,153.17
2018,4044431,K.J. Costello,QB,Stanford,Pac-12,450,0.451,0.458,0.303,0.259,0.352,0.839,0.291,0.69,203.016,196.966,6.051,45.342,53.485,98.152,78.202,124.814
2018,4036429,Zac Thomas,QB,Appalachian State,Sun Belt,343,0.461,0.41,0.639,0.138,0.437,0.788,0.321,0.655,158.193,109.019,49.174,16.811,47.648,82.726,63.906,94.287
2018,4036378,Jordan Love,QB,Utah State,Mountain West,458,0.467,0.487,0.244,0.078,0.551,0.985,0.254,0.871,213.773,204.514,9.259,15.379,79.278,111.259,76.209,137.564
2018,4036923,Kelvin Hopkins Jr.,QB,Army,FBS Independents,296,0.471,0.793,0.328,0.207,0.216,0.954,0.463,0.485,139.455,72.124,67.33,20.895,20.258,78.209,87.042,52.413
2018,4042113,McKenzie Milton,QB,UCF,American Athletic,366,0.509,0.535,0.405,0.18,0.693,1.026,0.297,0.944,186.459,156.898,29.561,30.538,76.875,79.008,73.183,113.277
2018,4240689,Jake Fromm,QB,Georgia,SEC,343,0.524,0.579,-0.064,0.262,0.633,0.645,0.447,0.653,179.9,181.758,-1.858,33.278,75.377,59.99,95.613,84.287
2018,4039300,D'Eriq King,QB,Houston,American Athletic,452,0.561,0.521,0.708,0.247,0.531,1.138,0.322,0.936,253.721,184.332,69.389,47.237,74.371,124.084,88.94,164.781
2018,4241479,Tua Tagovailoa,QB,Alabama,SEC,358,0.572,0.592,0.414,0.42,0.574,1.048,0.412,0.895,204.92,188.772,16.148,66.426,73.988,72.346,98.365,106.555
2018,3917315,Kyler Murray,QB,Oklahoma,Big 12,509,0.732,0.722,0.761,0.533,0.771,1.067,0.634,0.923,372.357,281.029,91.329,117.151,139.641,103.528,214.443,157.914
